#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
RAJ2000	DEJ2000	HR	Name	HD	ADS	VarID	Vmag	B-V	SpType
201.138333	 -5.163889	5050	 66    Vir	116568	     	         	 5.75	 0.42	  F3-4V s
201.826250	-74.691944	5051	   Iot2Mus	116579	     	         	 6.63	-0.06	  B9V
200.975000	+37.033889	5052	          	116581	     	 6220    	 6.07	 1.68	  M3III
201.127083	+12.431944	5053	          	116594	     	         	 6.44	 1.06	  K0III
200.981250	+54.925278	5054	 79Zet UMa	116656	 8891	 6224    	 2.27	 0.02	  A1VpSrSi
200.985000	+54.921667	5055	 79Zet UMa	116657	 8891	 6225    	 3.95	 0.13	  A1m
201.298333	-11.161389	5056	 67Alp Vir	116658	     	Alp Vir  	 0.98	-0.23	  B1III-IV+B2V
201.277917	+23.854444	5057	          	116706	     	         	 5.78	 0.06	  A3IV
201.532500	-39.755278	5058	          	116713	     	         	 5.09	 1.20	  K0.5III:Ba3
201.547500	 -1.192500	5059	          	116831	     	 6242    	 5.97	 0.19	  A7III
201.733750	-41.498056	5060	          	116835	     	         	 5.69	 1.47	  K3III
201.776250	-49.143889	5061	          	116836	     	         	 6.31	     	  A0III-IV
201.306250	+54.988056	5062	 80    UMa	116842	     	 6238    	 4.01	 0.16	  A5V
201.836667	-49.380833	5063	          	116862	     	         	 6.28	-0.12	  B3IV
201.680000	-12.707778	5064	 68    Vir	116870	     	 6244    	 5.25	 1.52	  M0III
201.811250	-40.163056	5065	          	116873	     	         	 6.40	 0.98	  G8/K0III
202.193333	-69.628056	5066	          	116890	     	EZ Mus   	 6.20	 0.02	  ApSi
201.569167	+46.028056	5067	          	116957	     	         	 5.88	 0.97	 gK0
201.863333	-15.973611	5068	 69    Vir	116976	     	 6253    	 4.76	 1.09	  K0-III-IVCN2Fe0.5
202.281667	-64.675833	5069	          	117025	     	         	 6.11	 0.11	  ApSrEuCr
201.499583	+63.261111	5070	          	117043	     	         	 6.50	 0.74	  G6V
202.355000	-51.165278	5071	          	117150	     	         	 5.06	 0.07	  A1V
202.107500	+13.778889	5072	 70    Vir	117176	     	         	 4.98	 0.71	  G4V
201.533750	+72.391389	5073	          	117187	     	 6254    	 5.79	 1.63	  M1IIIab
201.769167	+64.735556	5074	          	117200	     	         	 6.66	 0.37	  F0
201.794583	+64.719444	5075	          	117201	     	         	 7.04	 0.39	  F0
201.997917	+52.745833	5076	          	117242	     	         	 6.34	 0.23	  F0
202.109167	+40.729722	5077	          	117261	     	         	 6.47	 0.92	  G8III
202.312083	 -1.364444	5078	          	117267	     	         	 6.43	 1.11	  K0III
202.048750	+50.587222	5079	          	117281	     	         	 6.80	     	  F1IV
202.428333	-23.281389	5080	          	117287	 8920	R Hya    	 4.97	 1.60	  M7IIIe
202.304167	+10.818333	5081	 71    Vir	117304	     	         	 5.65	 1.05	  K0III
203.311667	-77.568333	5082	          	117360	     	S Cha    	 6.48	 0.48	  F6V
202.190417	+50.718333	5083	          	117361	     	         	 6.43	 0.37	  F0IV
205.231250	-85.786111	5084	   Kap Oct	117374	     	         	 5.58	 0.18	  Am
202.112917	+59.945833	5085	          	117376	     	         	 5.40	-0.01	  A1Vn
202.500417	 +7.178889	5086	          	117404	     	         	 6.17	 1.47	  K5
202.490000	 +6.013333	5087	          	117405	     	         	 6.51	 0.96	  K0
202.607083	 -6.470278	5088	 72    Vir	117436	 8924	 6281    	 6.09	 0.33	  F2V
202.761250	-39.407500	5089	          	117440	     	 6283    	 3.88	 1.17	  G9Ib*
202.888750	-28.112778	5090	          	117558	     	         	 6.47	 0.10	  A1V
201.736250	+78.643889	5091	          	117566	     	         	 5.77	 0.77	  G2.5IIIbCH1
203.022083	-38.399167	5092	          	117597	     	         	 6.16	 1.04	  K1III
203.398750	-65.632500	5093	          	117651	     	         	 6.37	-0.02	  A0V
203.011667	-18.728889	5094	 73    Vir	117661	     	HX Vir   	 6.01	 0.18	  F0IV-V
202.991250	 -6.255833	5095	 74    Vir	117675	     	 6297    	 4.69	 1.62	  M2III
202.815833	+42.106111	5096	          	117710	     	         	 6.08	 1.05	  K2III
203.149583	-28.692778	5097	          	117716	     	         	 5.69	 0.04	  A1Vn
203.143750	-29.565278	5098	          	117718	     	         	 6.45	 0.44	  F3IV
203.215417	-15.363056	5099	 75    Vir	117789	     	         	 5.55	 1.23	  K1.5IIIb
203.242083	-10.165000	5100	 76    Vir	117818	     	         	 5.21	 0.96	  K0III
203.252917	 -7.195000	5101	          	117833	     	S Vir    	 6.68	 1.28	  M7IIIe
203.200417	+24.346389	5102	          	117876	 8937	         	 6.11	 0.96	  G8III
203.620417	-48.272222	5103	          	117919	     	         	 6.33	-0.05	  B8III
203.681667	-33.310833	5104	          	118010	     	 6315    	 6.44	 1.26	  K2III
203.532917	 +3.658889	5105	 78    Vir	118022	     	CW Vir   	 4.94	 0.03	  A1pSrCrEu
203.668750	-13.214444	5106	          	118054	 8954	 6316    	 5.91	 0.02	  A2pSrEu:Cr:
203.673333	 -0.595833	5107	 79Zet Vir	118098	     	         	 3.37	 0.11	  A3V
203.590833	+38.789167	5108	          	118156	 8956	         	 6.37	 0.21	  F0IV
203.530417	+55.348611	5109	 81    UMa	118214	     	 6319    	 5.60	-0.03	  A0V
203.699167	+37.182500	5110	          	118216	     	BH CVn   	 4.98	 0.40	  F2IV
203.880417	 -5.396111	5111	 80    Vir	118219	     	         	 5.73	 0.95	  G6III
203.613750	+49.016111	5112	 24    CVn	118232	     	 6322    	 4.70	 0.12	  A5V
204.300833	-61.691944	5113	          	118261	     	         	 5.63	 0.50	  F6V
203.888750	+10.204722	5114	          	118266	     	         	 6.49	 1.03	  K1III+F6V
204.799583	-75.683889	5115	          	118285	     	         	 6.34	 0.01	  B8IV
203.808750	+44.196944	5116	          	118295	     	         	 6.84	 0.20	  A7-F0III
204.210417	-34.467778	5117	          	118319	     	         	 6.50	 1.03	  K0III
204.275000	-44.143333	5118	          	118338	     	         	 5.98	 0.94	  G8-K0III
204.690417	-70.445000	5119	          	118344	     	         	 6.10	 1.42	  K3III
204.201667	-26.495000	5120	          	118349	 8966	         	 5.78	 0.22	  A7III
204.348750	-46.428333	5121	          	118354	     	         	 5.90	-0.12	  B8V
204.531667	-58.415000	5122	          	118384	     	         	 6.42	 1.12	  K1III
204.246250	+24.613333	5123	          	118508	     	 6342    	 5.74	 1.55	  M2III
204.704583	-57.623056	5124	          	118520	     	         	 6.01	 1.14	  G5Ib
205.002500	-70.788333	5125	          	118522	     	         	 6.59	 1.30	  K0III
204.165833	+49.486667	5126	          	118536	     	         	 6.49	     	  K1III
204.365000	+36.295000	5127	 25    CVn	118623	 8974	         	 4.82	 0.23	  A7III
204.675000	-29.560833	5128	          	118646	     	         	 5.83	 0.40	  F5V
204.532917	+14.301667	5129	          	118660	     	         	 6.52	 0.25	  A9V s
205.045417	-64.576944	5130	          	118666	     	         	 5.79	 0.39	  F3III-IV
203.678333	+76.546667	5131	          	118686	     	         	 6.57	     	  K5III:
204.971667	-53.466389	5132	   Eps Cen	118716	     	Eps Cen  	 2.30	-0.22	  B1III
204.429167	+50.714722	5133	          	118741	 8979	         	 6.48	 1.55	  M2II-III+K3III:
204.998750	-49.950278	5134	          	118767	     	V744 Cen 	 6.00	 1.50	  M5III
204.920000	-39.748056	5135	          	118781	     	V765 Cen 	 6.27	 1.66	  M4III
204.952500	-40.051944	5136	          	118799	     	         	 5.60	 1.30	  K2/3III
204.759583	+18.265278	5137	          	118839	     	         	 6.48	 1.20	  K3III
204.894167	+10.746111	5138	          	118889	 8987	 6363    	 5.57	 0.33	  F0V
204.295833	+71.242222	5139	          	118904	     	         	 5.50	 1.20	 gK2
205.504583	-58.787222	5140	          	118978	     	         	 5.38	-0.03	  B9III
205.436250	-54.560000	5141	          	118991	     	         	 5.01	-0.05	  B8Vn
204.876667	+52.921389	5142	 82    UMa	119024	     	         	 5.46	 0.10	  A3Vn
205.065000	+31.011944	5143	          	119035	     	         	 6.21	 0.96	  G5II:
205.168750	+19.955556	5144	  1    Boo	119055	 8991	         	 5.75	 0.01	  A1V
205.162917	+28.065278	5145	          	119081	     	         	 6.23	 1.28	  K3III
205.378750	-23.449722	5146	          	119086	 8994	         	 6.59	 0.06	  A0
205.440417	-33.596944	5147	          	119090	     	T Cen    	 6.05	 1.44	  K0e-M4IIe
205.096667	+50.519444	5148	          	119124	 8992	         	 6.32	 0.54	  F7-9V
205.259583	+22.495833	5149	  2    Boo	119126	     	         	 5.62	 1.01	  G9III
205.403333	 -8.703056	5150	 82    Vir	119149	     	 6390    	 5.01	 1.63	  M1.5III
205.733750	-56.768056	5151	          	119159	     	         	 6.00	-0.08	  B0.5III
205.727500	-50.790556	5152	          	119193	     	         	 6.41	 1.67	  M0III
205.088750	+57.207500	5153	          	119213	     	CQ UMa   	 6.29	 0.10	  A2VpSrCrEu
205.184583	+54.681667	5154	 83    UMa	119228	     	 6389    	 4.66	 1.64	  M2IIIabBa0.5
205.729167	-41.401111	5155	          	119250	     	         	 5.98	 1.02	  K0III
205.552917	 +8.388333	5156	          	119288	     	Var      	 6.16	 0.42	  F3Vp
205.916667	-42.067500	5157	          	119361	     	         	 5.98	-0.08	  B8III
206.066250	-51.013056	5158	          	119419	     	V827 Cen 	 6.47	-0.13	  A0pSiCr
205.765417	 +3.538056	5159	 84    Vir	119425	 9000	 6401    	 5.36	 1.11	  K2III
205.620000	+41.674167	5160	          	119445	     	         	 6.30	 0.86	  G6III
205.680833	+34.988889	5161	          	119458	     	         	 5.98	 0.85	  G5III
205.374583	+64.822500	5162	          	119476	     	         	 5.85	 0.07	  A2V
205.976250	 -5.498889	5163	          	119537	     	         	 6.51	 0.05	  A1V
205.938333	+22.700278	5164	          	119584	     	         	 6.13	 1.42	  K4III
206.124167	-16.179167	5165	 83    Vir	119605	     	         	 5.60	 0.81	  G0Ib-IIa
206.190417	-25.500833	5166	          	119623	     	         	 6.21	 1.38	  K0
206.403750	-26.116111	5167	          	119752	     	         	 5.81	 0.02	  A1Vn
206.421667	-33.043889	5168	  1    Cen	119756	     	Var?     	 4.23	 0.38	  F3IV
205.977917	+52.064444	5169	          	119765	     	         	 6.02	 0.00	  A1V
206.396250	-15.767500	5170	 85    Vir	119786	     	         	 6.19	 0.05	  A2Vn
206.794583	-62.590000	5171	          	119796	     	V766 Cen 	 6.51	 1.98	  K00-Iae
206.663750	-51.432778	5172	          	119834	     	 6434    	 4.65	 0.96	  G8-K0III
206.484583	-12.426667	5173	 86    Vir	119853	 9018	         	 5.51	 0.90	  G8III
206.735000	-36.251944	5174	          	119921	     	         	 5.15	-0.02	  A0V
206.865000	-50.249444	5175	          	119938	     	         	 5.91	 0.29	  A3mA5F0
206.910000	-50.321111	5176	          	119971	     	         	 5.45	 1.36	  K2III
206.305000	+55.879444	5177	          	119992	     	         	 6.50	 0.47	  F7IV-V
206.806250	 -9.709167	5178	          	120033	     	         	 6.05	 1.42	  K5III
206.556250	+41.088611	5179	          	120047	     	         	 5.87	 0.21	  A5V
206.579167	+38.503889	5180	          	120048	     	         	 5.94	 0.94	  G9III
206.855833	-17.860000	5181	 87    Vir	120052	     	 6442    	 5.43	 1.62	  M2IIIab
206.680417	+25.702222	5182	  3    Boo	120064	     	         	 5.95	 0.49	  G5III+A7V:
206.737917	 +6.350556	5183	          	120066	     	         	 6.33	 0.63	  G0-1IV-V
205.663750	+78.064444	5184	          	120084	     	         	 5.91	 1.01	 gG7
206.815417	+17.456667	5185	  4Tau Boo	120136	 9025	 6444    	 4.50	 0.48	  F6IV
206.749167	+38.542778	5186	          	120164	     	         	 5.50	 1.03	  K0III+F8V
206.648750	+54.432778	5187	 84    UMa	120198	     	CR UMa   	 5.70	-0.08	  B9pEuCr
208.911250	-82.666111	5188	          	120213	     	         	 5.95	 1.46	  K2.5IIIaCH-3Ba0.5
207.229583	-35.703889	5189	          	120237	     	         	 6.53	 0.57	  G3IV-V
207.376250	-41.687778	5190	   Nu  Cen	120307	     	Nu  Cen  	 3.41	-0.22	  B2IV
206.885000	+49.313333	5191	 85Eta UMa	120315	     	 6450    	 1.86	-0.19	  B3V
207.361250	-34.450833	5192	  2    Cen	120323	     	V806 Cen 	 4.19	 1.50	  M4.5III
207.404167	-42.473889	5193	   Mu  Cen	120324	     	Mu  Cen  	 3.04	-0.17	  B2IV-Ve
207.947500	-69.401389	5194	          	120404	     	         	 5.75	 1.73	  K5-M0III
207.161250	+31.190278	5195	          	120420	     	         	 5.62	 1.01	  K0III
207.467917	-18.134167	5196	 89    Vir	120452	     	         	 4.97	 1.06	  K0.5III-IIIb
207.527083	-29.081389	5197	          	120455	     	 6460    	 6.18	-0.03	  A0V
207.580833	-39.901111	5198	          	120457	     	         	 6.44	 0.99	  K1III
207.238333	+39.542778	5199	          	120499	     	R CVn    	 7.40	     	  M6IIIe
207.369167	+15.797778	5200	  5Ups Boo	120477	     	 6458    	 4.07	 1.52	  K5.5III
207.428333	+21.264167	5201	  6    Boo	120539	     	         	 4.91	 1.43	  K4III
207.643750	-19.897222	5202	          	120544	     	         	 6.53	 0.51	  G5III-IV:+A5:
205.596250	+82.752500	5203	          	120565	     	         	 5.98	 1.01	  G9III
207.437500	+36.632778	5204	          	120600	     	         	 6.38	     	  A7IV-V
207.602917	 +5.497222	5205	          	120602	     	         	 6.01	 0.90	  K0
207.946667	-46.899167	5206	          	120640	     	         	 5.77	-0.16	  B2Vp
208.020000	-52.811667	5207	          	120642	     	         	 5.25	-0.09	  B9V
207.902500	-36.433333	5208	          	120672	     	         	 6.35	 0.48	  F6IV-V
207.835000	-24.390833	5209	          	120690	     	         	 6.45	 0.69	  G5V
207.956667	-32.994444	5210	  3    Cen	120709	     	         	 4.56	-0.13	  B5IIIp
207.958750	-32.994722	5211	  3    Cen	120710	     	         	 6.06	-0.04	  B8V
208.003750	-31.619444	5212	          	120759	     	         	 6.12	 0.48	  F7V
207.439583	+61.489167	5213	          	120787	     	         	 5.96	 0.96	  G3V
207.768750	+34.772500	5214	          	120818	     	         	 6.65	 0.12	  A5IV
207.788333	+34.664444	5215	          	120819	     	 6468    	 5.87	 1.62	  M2III
207.615417	+58.539444	5216	          	120874	     	         	 6.46	 0.09	  A3V
208.429583	-53.373611	5217	          	120908	     	         	 5.89	 0.01	  B5III
208.703750	-67.652500	5218	          	120913	     	         	 5.71	 1.49	  K2III
207.947917	+34.444167	5219	          	120933	     	AW CVn   	 4.74	 1.66	  K5III
208.076667	+12.165278	5220	          	120934	     	         	 6.04	 0.04	  A1V
208.302083	-31.927778	5221	  4    Cen	120955	     	         	 4.73	-0.14	  B4IV
208.386667	-35.664167	5222	          	120987	     	         	 5.54	 0.44	  F4V
208.487083	-47.128056	5223	          	120991	     	V767 Cen 	 6.10	-0.07	  B2IIIe
208.467500	-35.314444	5224	          	121056	     	         	 6.19	 1.02	  K1IV-V
208.303750	+17.932778	5225	  7    Boo	121107	     	         	 5.70	 0.84	  G5III
207.857917	+64.723333	5226	 10    Dra	121130	 9039	CU Dra   	 4.65	 1.58	  M3.5III
207.746667	+68.315278	5227	          	121146	     	         	 6.40	 1.17	  K2IV
208.569167	-28.569722	5228	          	121156	     	         	 6.04	 1.13	  K2III
208.292917	+28.648056	5229	          	121164	     	         	 5.90	 0.20	  A7V
208.800833	-52.161111	5230	          	121190	     	         	 5.71	-0.08	  B9V
208.885000	-47.288333	5231	   Zet Cen	121263	     	         	 2.55	-0.22	  B2.5IV
208.675417	 -1.503056	5232	 90    Vir	121299	     	         	 5.15	 1.08	  K2III
208.742500	 -8.058889	5233	          	121325	 9053	         	 6.19	 0.53	  F8V+G0
209.082500	-54.131944	5234	          	121336	     	         	 6.14	 0.07	  A1V
208.671250	+18.397778	5235	  8Eta Boo	121370	     	         	 2.68	 0.58	  G0IV
209.137500	-54.704444	5236	          	121384	     	         	 6.00	 0.78	  G6IV-V
208.935417	-31.285000	5237	          	121397	     	         	 6.51	 0.90	  G8III
208.462500	+53.728611	5238	 86    UMa	121409	     	         	 5.70	-0.05	  A0V
209.081250	-46.592500	5239	          	121416	     	         	 5.83	 1.14	  K1III
210.136667	-78.590000	5240	          	121439	     	         	 6.09	 0.03	  B9III
209.412083	-63.686667	5241	          	121474	     	         	 4.71	 1.11	  K1.5III
209.630000	-65.800556	5242	          	121557	     	         	 6.20	 1.05	  K0III
208.958333	+14.056389	5243	          	121560	     	         	 6.16	 0.50	  F6V
209.116250	 +1.050556	5244	 92    Vir	121607	     	         	 5.91	 0.20	  A8V
209.043750	+32.032500	5245	          	121682	     	         	 6.32	 0.37	  F4IV-V
209.365417	-23.022778	5246	          	121699	     	         	 6.14	 1.43	  K0
209.142500	+27.491944	5247	  9    Boo	121710	     	 6502    	 5.01	 1.42	  K3III
209.567917	-42.100833	5248	   Phi Cen	121743	     	 6509    	 3.83	-0.21	  B2IV
209.670000	-44.803611	5249	   Ups1Cen	121790	     	         	 3.87	-0.20	  B2IV-V
209.629583	-24.972222	5250	 47    Hya	121847	     	         	 5.15	-0.10	  B8VpShell
209.822083	-50.370000	5251	          	121853	     	         	 5.91	 0.96	  G8-K0III
210.072083	-61.481389	5252	          	121901	     	         	 6.49	 0.33	  F1III-IV
210.217500	-66.268611	5253	          	121932	     	         	 5.97	 0.35	  F2III
209.666250	+14.649444	5254	          	121980	     	         	 6.00	 1.44	  K5III
209.662083	+21.696111	5255	 10    Boo	121996	     	         	 5.76	-0.03	  A0V s
209.383750	+61.492778	5256	          	122064	     	         	 6.37	     	  K3V
210.000417	-25.010278	5257	 48    Hya	122066	     	         	 5.77	 0.48	  F7V
209.955417	 -3.549722	5258	          	122106	     	         	 6.40	 0.49	  F8V
210.329167	-40.222222	5259	          	122210	     	         	 6.13	 1.25	  K1III
210.430833	-45.603611	5260	   Ups2Cen	122223	     	         	 4.34	 0.60	  F6II
211.332500	-76.796667	5261	   The Aps	122250	     	The Aps  	 5.50	 1.55	  M6.5III:
210.335000	 +8.894722	5262	          	122365	     	         	 5.99	 0.09	  A2V
210.293750	+27.386667	5263	 11    Boo	122405	     	         	 6.23	 0.17	  A7III
210.411667	 +1.544444	5264	 93Tau Vir	122408	 9085	         	 4.26	 0.10	  A3V
210.595000	-27.430000	5265	          	122430	     	         	 5.48	 1.34	  K3III
210.859167	-56.213611	5266	          	122438	     	         	 5.92	 1.22	  K2III
210.955833	-60.373056	5267	   Bet Cen	122451	     	Bet Cen  	 0.61	-0.23	  B1III
210.757083	-31.683889	5268	          	122510	     	         	 6.18	 0.48	  F8V
210.864583	-41.423333	5269	          	122532	     	V828 Cen 	 6.11	-0.11	  ApSi
210.632500	 +9.686389	5270	          	122563	     	 6526    	 6.20	 0.90	  F8IV
210.550833	+45.753611	5271	          	122675	     	         	 6.27	 1.32	  K2III
210.971250	-22.421667	5272	          	122703	     	         	 6.30	 0.45	  F5III
210.884583	+10.786667	5273	          	122742	     	         	 6.30	 0.74	  G8V
210.903333	 +7.546389	5274	          	122744	     	         	 6.26	 0.94	  G9III
210.982500	 +4.900833	5275	          	122797	     	         	 6.24	 0.39	  F4V
211.060833	 -5.381389	5276	          	122815	     	         	 6.39	 1.32	  K0
211.112500	-14.971667	5277	          	122837	     	         	 6.28	 1.08	  G6III
211.443750	-54.669444	5278	          	122844	     	         	 6.17	 0.23	  A5III-IV
212.112917	-74.850278	5279	          	122862	     	         	 6.02	 0.58	  G2-3IV
210.748750	+50.971944	5280	          	122866	     	         	 6.15	 0.01	  A2V
211.604583	-59.715556	5281	          	122879	     	 6544    	 6.42	 0.12	  B0Ia
210.460833	+68.678611	5282	          	122909	     	         	 6.34	 1.40	  K5
211.156250	 +2.297500	5283	          	122910	     	         	 6.28	 1.02	  K0
211.308333	-16.335833	5284	          	122958	     	         	 6.56	 0.10	  A4V
211.511667	-41.179722	5285	   Chi Cen	122980	     	Chi Cen  	 4.36	-0.19	  B2V
211.545417	-43.091944	5286	          	123004	     	         	 6.20	 0.98	  G8III
211.592917	-26.682500	5287	 49Pi  Hya	123123	     	         	 3.27	 1.12	  K2-III-IIIbFe-0.5
211.670833	-36.370000	5288	  5The Cen	123139	     	         	 2.06	 1.01	  K0-IIIb
212.059583	-63.208056	5289	          	123151	     	         	 6.40	 1.02	  G8-K0III
211.678333	 -9.313333	5290	 95    Vir	123255	     	         	 5.46	 0.34	  F2IV
